place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
4,12,LAKESHORE EAGLE(B391),K C Leung,W Y So,119,1058,5,1-3/4,"8                                                            

7                                                            

4",1:09.68,9.3,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
5,6,PRIVATE ROCKET(C367),A Sanna,D J Whyte,128,1075,1,2,"3                                                            

3                                                            

5",1:09.73,24,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
6,14,WINSTON'S LAD(T348),H W Lai,K W Lui,114,1085,14,3,"14                                                            

13                                                            

6",1:09.88,56,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
7,5,ENDEARING(V338),N Callan,J Moore,128,1129,9,3,"6                                                            

6                                                            

7",1:09.88,24,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
8,2,SOLOMON'S BAY(B330),Z Purton,F C Lor,133,1048,6,3-1/2,"7                                                            

8                                                            

8",1:09.96,10,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
9,1,CANTSTOPTHEFEELING(C432),C Schofield,K H Ting,133,1164,10,3-3/4,"2                                                            

2                                                            

9",1:10.01,57,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
10,9,SUMSTREETSUMWHERE(B283),T H So,L Ho,120,1061,8,4-1/2,"10                                                            

11                                                            

10",1:10.13,129,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
11,8,TOP MILITARY(B424),M L Yeung,T P Yung,121,1112,13,5-1/2,"13                                                            

12                                                            

11",1:10.30,177,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
12,7,HONEST WAY(B200),U Rispoli,D E Ferraris,126,1228,7,6,"9                                                            

10                                                            

12",1:10.35,24,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
13,10,SALTO OLIMPICO(A350),M F Poon,D J Hall,118,1136,12,7-1/2,"12                                                            

14                                                            

13",1:10.59,85,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
14,3,HERCULES(C476),L Hewitson,C H Yip,131,1045,11,7-3/4,"11                                                            

9                                                            

14",1:10.62,207,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
WV,,POWERMAX(A009),---,R Gibson,113,---,---,---,---,---,---,9(76),Class 3 - 1200M - (80-60),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2019/10/06
1,14,UNCLE STEVE(C140),A Sanna,D J Whyte,117,1104,7,-,"4                                                            

4                                                            

4                                                            

1",1:21.06,7.6,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
2,3,HEZTHEWONFORUS(B287),J Moreira,J Size,129,1134,1,3/4,"5                                                            

5                                                            

5                                                            

2",1:21.19,3.2,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
3,7,LUCKY HERO(B057),A Domeyer,C S Shum,121,1175,4,2-1/2,"6                                                            

6                                                            

6                                                            

3",1:21.45,8.5,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
4,2,FAST MOST FURIOUS(A165),Z Purton,D J Hall,132,1137,12,3,"9                                                            

9                                                            

10                                                            

4",1:21.54,6,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
5,10,KING OF HEARTS(C145),K Teetan,A S Cruz,118,1041,11,4-1/2,"11                                                            

12                                                            

13                                                            

5",1:21.77,15,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
6,5,GOLD CHEST(C146),K C Leung,R Gibson,123,1092,8,5,"2                                                            

2                                                            

2                                                            

6",1:21.87,11,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
7,9,HELLO BEAUTY(B410),C Schofield,J Moore,118,1168,5,5-1/4,"8                                                            

8                                                            

9                                                            

7",1:21.88,20,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
8,11,MONGOLIAN KING(A098),H W Lai,Y S Tsui,118,1100,14,6-1/2,"13                                                            

14                                                            

14                                                            

8",1:22.08,39,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
9,8,NOBLE STEED(A326),M L Yeung,K W Lui,118,1149,6,6-1/2,"10                                                            

10                                                            

8                                                            

9",1:22.08,41,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
10,13,KASI FARASI(B385),T H So,K H Ting,115,1038,2,7-1/4,"3                                                            

3                                                            

3                                                            

10",1:22.23,42,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
11,6,BEAUTY SPIRIT(B409),H T Mo,A S Cruz,118,1281,3,7-3/4,"7                                                            

7                                                            

7                                                            

11",1:22.29,9.4,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
12,1,MORETHANLUCKY(A039),B Shinn,F C Lor,133,1194,9,8,"1                                                            

1                                                            

1                                                            

12",1:22.34,28,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
13,12,HANDSOME BO BO(B119),M F Poon,K L Man,115,1183,10,9-1/4,"12                                                            

11                                                            

11                                                            

13",1:22.54,25,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
14,4,JOYFUL TRINITY(V110),U Rispoli,C Fownes,126,1186,13,12-1/2,"14                                                            

13                                                            

12                                                            

14",1:23.06,37,10(77),Class 2 - 1400M - (100-80),GOOD TO YIELDING,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2019/10/06
1,6,STARLOT(V367),Z Purton,P O'Sullivan,127,1172,7,-,"12                                                            

10                                                            

1",1:10.51,4.7,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
2,12,NASHASHUK(V143),M Chadwick,J Size,113,1103,4,1/2,"9                                                            

7                                                            

2",1:10.60,8.4,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
3,3,GOUTEN OF GARO(A291),J Moreira,D E Ferraris,131,1107,1,3/4,"2                                                            

2                                                            

3",1:10.65,2.2,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
4,11,LEISURED FEET(A277),C Y Ho,W Y So,116,1189,11,2-1/2,"3                                                            

1                                                            

4",1:10.92,8.7,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
5,9,FIRE AND GOLD(B004),B Shinn,C H Yip,123,1044,8,4,"11                                                            

11                                                            

5",1:11.13,71,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
6,5,RED BRICK FIGHTER(C304),M F Poon,C S Shum,127,1059,12,5,"5                                                            

5                                                            

6",1:11.32,54,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
7,1,BANDY(C282),N Callan,R Gibson,133,1033,2,5-1/4,"6                                                            

3                                                            

7",1:11.34,64,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
8,7,FOX CHEUNGER(B187),H W Lai,K W Lui,126,987,5,5-1/4,"10                                                            

12                                                            

8",1:11.36,46,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
9,10,KEEP GOING(B231),H T Mo,Y S Tsui,113,1056,6,7-1/4,"4                                                            

6                                                            

9",1:11.68,14,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
10,8,OPEN HOUSE(A197),K C Leung,D J Hall,125,1042,3,7-1/2,"7                                                            

9                                                            

10",1:11.71,11,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
11,4,MY DEAR(B445),K Teetan,A S Cruz,129,1037,10,7-3/4,"8                                                            

8                                                            

11",1:11.75,42,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
12,2,LA BOMBA(B143),R Bayliss,D J Whyte,133,1077,9,11-3/4,"1                                                            

4                                                            

12",1:12.38,15,1(78),Class 5 - 1200M - (40-0),GOOD,"TURF - ""B"" Course","HK$ 725,000",Happy Valley,2019/10/09
1,8,FLAME LILY(B050),J Moreira,F C Lor,119,1191,4,-,"4                                                            

4                                                            

3                                                            

1",1:39.76,2.7,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
2,9,SPEEDY WALLY(T002),A Domeyer,C Fownes,119,1154,1,3/4,"6                                                            

7                                                            

5                                                            

2",1:39.87,5.9,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
3,3,ZHAN JIANG ROCKS(B406),Z Purton,W Y So,130,1030,3,1-3/4,"8                                                            

9                                                            

7                                                            

3",1:40.03,4.4,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
4,11,DIONYSUS COLLIN(B436),C Y Ho,K W Lui,116,1040,6,2-1/2,"12                                                            

11                                                            

9                                                            

4",1:40.17,6.5,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
5,2,STARLIT KNIGHT(A137),H N Wong,Y S Tsui,127,1100,10,6-1/4,"10                                                            

5                                                            

1                                                            

5",1:40.77,17,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
6,7,WINNING CONTROLLER(A075),M F Poon,C H Yip,118,1107,8,9-1/2,"2                                                            

2                                                            

2                                                            

6",1:41.27,41,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
7,1,GOD OF DRAGON(B108),K Teetan,A S Cruz,133,1065,9,11,"3                                                            

3                                                            

4                                                            

7",1:41.51,9.1,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
8,12,SOLAR BILLION(C171),T H So,K L Man,112,1113,2,13-1/4,"5                                                            

6                                                            

8                                                            

8",1:41.87,68,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
9,10,STRATHBARRA(C055),L Hewitson,A T Millard,117,1190,11,13-3/4,"11                                                            

12                                                            

12                                                            

9",1:41.94,239,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
10,4,GOLDEN TURBO(C085),K C Leung,P O'Sullivan,122,1096,5,14-1/2,"7                                                            

8                                                            

10                                                            

10",1:42.10,181,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
11,5,NITRO EXPRESS(T353),N Callan,D E Ferraris,122,1184,7,23-1/4,"9                                                            

10                                                            

11                                                            

11",1:43.48,12,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
12,6,FLYING TIGER HERO(C119),R Bayliss,D J Whyte,120,1054,12,39-1/4,"1                                                            

1                                                            

6                                                            

12",1:46.04,145,2(79),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
1,3,HARDLY SWEARS(C025),M L Yeung,K H Ting,128,1093,7,-,"8                                                            

7                                                            

1",1:09.98,5.6,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
2,9,TRAVEL DATUK(V235),N Callan,R Gibson,122,1084,1,HD,"4                                                            

3                                                            

2",1:10.02,3.2,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
3,10,MISCHIEVOUS SUNDAE(C016),J Moreira,J Size,121,1052,11,1-3/4,"10                                                            

9                                                            

3",1:10.26,12,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
4,5,BRIGHT KID(C060),C Schofield,D J Whyte,127,1147,3,2,"5                                                            

4                                                            

4",1:10.29,4,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
5,4,SHOUSON(C326),Z Purton,J Moore,128,1133,8,2,"1                                                            

1                                                            

5",1:10.31,8.4,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
6,6,AMAZING PARADISE(C518),K Teetan,C S Shum,125,1124,2,2-1/2,"7                                                            

6                                                            

6",1:10.38,63,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
7,11,SUPER RED DRAGON(C191),M Chadwick,W Y So,118,1148,6,4-1/2,"9                                                            

10                                                            

7",1:10.69,40,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
8,2,HAPPY WIN WIN(C125),R Bayliss,C H Yip,130,1035,12,5,"12                                                            

11                                                            

8",1:10.76,171,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
9,1,EVERBRAVE(A364),A Domeyer,K L Man,133,1222,4,5,"3                                                            

2                                                            

9",1:10.78,6.3,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
10,8,THE SHOW(T256),H N Wong,C W Chang,120,1112,5,5-1/4,"6                                                            

8                                                            

10",1:10.82,60,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
11,7,STUNNING IMPACT(C366),T H So,P O'Sullivan,123,1027,9,6-1/2,"11                                                            

12                                                            

11",1:11.03,94,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
12,12,MULTIMAX(T129),H W Lai,L Ho,116,1181,10,14-1/2,"2                                                            

5                                                            

12",1:12.31,20,3(80),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
1,8,AURORA PEGASUS(C351),Z Purton,C Fownes,124,1017,3,-,"2                                                            

2                                                            

1",1:09.97,1.8,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
2,9,THE ABRAXAS(C212),H N Wong,Y S Tsui,116,1176,2,1/2,"1                                                            

1                                                            

2",1:10.07,6,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
3,5,TOP SCORE(V357),C Y Ho,K W Lui,130,1102,8,3/4,"7                                                            

6                                                            

3",1:10.09,6.6,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
4,1,HERO TIME(B010),N Callan,R Gibson,133,1135,9,2-1/4,"6                                                            

5                                                            

4",1:10.33,8.1,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
5,2,ZERO HEDGE(A221),J Moreira,J Size,132,1127,5,4-1/2,"5                                                            

3                                                            

5",1:10.68,8.4,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
6,11,JIMSON THE DRAGON(C017),M F Poon,C H Yip,115,1054,1,5-1/4,"3                                                            

4                                                            

6",1:10.80,13,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
7,4,SUPREME PATROL(C300),U Rispoli,D E Ferraris,131,1182,11,5-1/2,"11                                                            

7                                                            

7",1:10.85,67,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
8,12,DIVINE POWER(C175),H T Mo,P F Yiu,113,1016,10,7,"10                                                            

10                                                            

8",1:11.10,98,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
9,3,FLYING EMPEROR(C156),K C Leung,C W Chang,131,1024,4,10-3/4,"8                                                            

9                                                            

9",1:11.69,145,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
10,6,GREEN GENERATION(C355),T H So,D J Hall,124,1080,7,16-1/2,"9                                                            

11                                                            

10",1:12.60,130,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
11,7,HAPPY FOREST(C347),C Schofield,W Y So,125,1091,6,26-3/4,"4                                                            

8                                                            

11",1:14.26,127,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
WV,10,BOND ELEGANCE(A007),K Teetan,D J Whyte,117,---,---,---,---,---,---,4(81),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
1,10,FLASH FAMOUS(B162),C Schofield,F C Lor,118,1127,1,-,"4                                                            

5                                                            

5                                                            

1",1:40.72,6,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
2,9,SHINING ON(A359),C Y Ho,K W Lui,120,1026,5,1,"8                                                            

7                                                            

6                                                            

2",1:40.88,4.2,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
3,3,MAGNETISM(V114),U Rispoli,D E Ferraris,131,1137,7,3-1/4,"10                                                            

11                                                            

11                                                            

3",1:41.24,15,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
4,12,HAPPY HOUR(B286),M F Poon,C H Yip,112,1073,11,3-3/4,"12                                                            

12                                                            

12                                                            

4",1:41.31,101,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
5,7,C P POWER(V037),A Domeyer,A T Millard,124,1070,4,4,"9                                                            

9                                                            

8                                                            

5",1:41.38,5.9,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
6,2,HAPPY ROCKY(S147),K H Chan,C W Chang,121,1111,6,4-1/2,"11                                                            

10                                                            

10                                                            

6",1:41.45,87,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
7,11,GODSPEED(A087),L Hewitson,D J Hall,116,1151,8,6-1/2,"1                                                            

3                                                            

4                                                            

7",1:41.75,14,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
8,4,CIRCUIT NUMBER ONE(B373),K Teetan,A S Cruz,128,1080,2,7-1/2,"5                                                            

6                                                            

7                                                            

8",1:41.93,22,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
9,8,ENJOY LIFE(A125),K C Leung,Y S Tsui,123,1119,10,8,"2                                                            

1                                                            

1                                                            

9",1:42.01,70,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
10,1,RIGHT HONOURABLE(A164),N Callan,R Gibson,133,1028,12,15-1/4,"3                                                            

2                                                            

3                                                            

10",1:43.18,29,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
11,5,NABOO STAR(B366),J Moreira,C Fownes,128,1038,3,17-1/2,"7                                                            

8                                                            

9                                                            

11",1:43.51,3.4,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
12,6,CHARITY WINGS(B003),Z Purton,C S Shum,126,1115,9,19-1/2,"6                                                            

4                                                            

2                                                            

12",1:43.85,9.8,5(82),Class 4 - 1650M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
1,4,ALL WONGCHOY(C278),B Shinn,C S Shum,126,1132,11,-,"2                                                            

2                                                            

1",1:10.81,11,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
2,2,PRECIOUS SWEETIE(B254),M L Yeung,L Ho,130,1118,4,HD,"3                                                            

3                                                            

2",1:10.83,3.2,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
3,3,SHAMPORT(B167),J Moreira,C Fownes,128,1082,8,1-1/4,"7                                                            

5                                                            

3",1:11.00,3.3,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
4,6,BULLISH BROTHER(C034),K Teetan,A S Cruz,125,1119,9,1-1/2,"1                                                            

1                                                            

4",1:11.03,10,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
5,1,NAVAS(V362),Z Purton,R Gibson,133,1036,5,2-1/2,"8                                                            

8                                                            

5",1:11.21,7.6,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
6,9,U W BROTHER(C389),C Schofield,Y S Tsui,122,1111,1,2-1/2,"5                                                            

6                                                            

6",1:11.21,34,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
7,10,ISLAND WINNER(C088),H W Lai,P F Yiu,118,1232,6,3-3/4,"4                                                            

4                                                            

7",1:11.39,11,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
8,7,KUNG FU TEA(C136),C Y Ho,D J Hall,125,1124,3,4,"6                                                            

7                                                            

8",1:11.44,8.3,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
9,8,SPIRIT(B235),M Chadwick,A T Millard,122,999,10,4-1/4,"10                                                            

10                                                            

9",1:11.47,95,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
10,11,BRILLIANT(C005),H N Wong,K W Lui,114,1019,2,5-1/4,"12                                                            

12                                                            

10",1:11.64,33,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
11,12,SUPER FUN(A408),L Hewitson,C H Yip,115,1037,12,7-1/4,"11                                                            

11                                                            

11",1:11.97,67,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
12,5,CAMFORD MAGIC(C468),K C Leung,W Y So,126,1120,7,13-1/2,"9                                                            

9                                                            

12",1:12.96,243,6(83),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Happy Valley,2019/10/09
1,8,HAPPY DRAGON(B099),M Chadwick,J Moore,119,1172,4,-,"5                                                            

6                                                            

6                                                            

1",1:39.40,29,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
2,7,DANCES WITH DRAGON(B129),A Domeyer,L Ho,120,1091,7,1/2,"7                                                            

8                                                            

7                                                            

2",1:39.49,13,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
3,2,TURIN REDSTAR(B092),K C Leung,F C Lor,131,1158,3,1-1/4,"2                                                            

2                                                            

3                                                            

3",1:39.62,24,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
4,5,CIRCUIT GLORY(A402),K H Chan,A S Cruz,116,1044,6,1-1/2,"1                                                            

1                                                            

2                                                            

4",1:39.64,5.1,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
5,1,GREEN LUCK(B413),J Moreira,C Fownes,132,1073,5,2-1/2,"6                                                            

7                                                            

8                                                            

5",1:39.80,2.7,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
6,9,HARMONY HERO(B217),C Schofield,R Gibson,119,1227,9,2-3/4,"4                                                            

5                                                            

5                                                            

6",1:39.84,4.8,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
7,10,PLAYA DEL PUENTE(C492),K Teetan,C S Shum,118,1092,10,2-3/4,"8                                                            

3                                                            

1                                                            

7",1:39.85,9.7,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
8,3,MR SO AND SO(B412),U Rispoli,J Size,128,1025,1,6-3/4,"3                                                            

4                                                            

4                                                            

8",1:40.49,15,7(84),Class 2 - 1650M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Happy Valley,2019/10/09
