place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
8,12,FAIRY FLOSS(C236),M F Poon,K H Ting,114,1057,1,4,"7                                                            

6                                                            

6                                                            

8",1:21.76,71,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
9,3,KHAKI(A294),L Hewitson,A T Millard,129,1198,10,5-1/4,"13                                                            

11                                                            

11                                                            

9",1:21.95,24,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
10,1,SIMPLE ELEGANT(B464),K H Chan,P F Yiu,123,1073,11,5-1/4,"1                                                            

1                                                            

1                                                            

10",1:21.97,4.2,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
11,6,GINTOKI(C216),M L Yeung,T P Yung,127,1138,9,6,"2                                                            

2                                                            

2                                                            

11",1:22.07,44,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
12,7,HINYUEN SWIFTNESS(V250),H N Wong,C H Yip,124,1184,6,10-3/4,"3                                                            

3                                                            

4                                                            

12",1:22.85,37,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
13,5,CARE FREE PRINCE(V069),C Y Ho,K L Man,127,1171,14,21,"5                                                            

5                                                            

8                                                            

13",1:24.48,49,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
14,2,GREAT SMART(C319),H W Lai,L Ho,131,1193,13,30-1/2,"12                                                            

13                                                            

14                                                            

14",1:26.01,406,5(91),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2019/10/12
1,7,DOLLAR REWARD(A305),Z Purton,C S Shum,124,1076,8,-,"10                                                            

9                                                            

1",1:09.09,10,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
2,4,VIVA COUNCIL(A190),H T Mo,L Ho,125,1135,12,1-1/4,"2                                                            

2                                                            

2",1:09.29,17,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
3,12,STAR SUPERIOR(V255),G van Niekerk,C W Chang,114,1081,11,1-1/4,"12                                                            

10                                                            

3",1:09.30,6.1,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
4,9,WAYFOONG CHARMER(B437),K Teetan,P O'Sullivan,118,1100,5,1-1/2,"4                                                            

8                                                            

4",1:09.33,4.6,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
5,2,GUNNAR(C222),N Callan,C Fownes,129,1116,1,2-1/2,"5                                                            

3                                                            

5",1:09.47,4.5,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
6,1,CASA DE FORCA(C289),A Domeyer,A S Cruz,132,1199,2,3-3/4,"3                                                            

4                                                            

6",1:09.67,6.9,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
7,5,ALL YOU NEED(A006),C Schofield,R Gibson,126,1193,10,4-3/4,"11                                                            

5                                                            

7",1:09.85,15,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
8,11,EVER STRONG(A275),C Y Ho,K L Man,116,1043,7,5-1/2,"9                                                            

7                                                            

8",1:09.97,36,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
9,3,LORIZ(C036),K H Chan,P F Yiu,118,1239,9,6-3/4,"1                                                            

1                                                            

9",1:10.18,13,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
10,8,TRUST ME(C134),M F Poon,C H Yip,118,1084,4,8-1/2,"7                                                            

6                                                            

10",1:10.44,13,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
11,10,HAPPY HAPPY STAR(A011),M L Yeung,K H Ting,117,1109,6,8-3/4,"6                                                            

12                                                            

11",1:10.50,20,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
12,6,GOLDEN EFFORT(A427),L Hewitson,D E Ferraris,125,1072,3,28-1/4,"8                                                            

11                                                            

12",1:13.60,30,6(92),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/10/12
1,7,SAVVY SIX(B153),M L Yeung,A S Cruz,118,972,2,-,"8                                                            

8                                                            

7                                                            

5                                                            

1",1:45.98,12,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
2,8,TIANCHI MONSTER(B350),C Schofield,W Y So,118,1140,5,1/2,"10                                                            

10                                                            

9                                                            

7                                                            

2",1:46.06,11,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
3,11,STAR PERFORMANCE(C429),J Moreira,A S Cruz,115,1075,6,1,"2                                                            

3                                                            

3                                                            

3                                                            

3",1:46.13,4,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
4,6,RIGHT CHOICE(C013),U Rispoli,F C Lor,118,1084,1,1-1/4,"6                                                            

5                                                            

5                                                            

4                                                            

4",1:46.19,43,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
5,3,HARMONY VICTORY(B405),Z Purton,C S Shum,130,1056,4,2,"9                                                            

9                                                            

10                                                            

10                                                            

5",1:46.29,1.9,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
6,10,ENRICHMENT(B457),L Hewitson,J Size,116,1035,8,2-1/4,"11                                                            

11                                                            

11                                                            

11                                                            

6",1:46.35,42,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
7,1,DOCTOR GEOFF(A409),C Y Ho,K W Lui,133,994,3,4-3/4,"5                                                            

6                                                            

6                                                            

9                                                            

7",1:46.75,24,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
8,9,CLASSIC BEAUTY(C049),G van Niekerk,J Moore,117,1116,10,5,"7                                                            

7                                                            

8                                                            

8                                                            

8",1:46.77,23,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
9,5,KING OPIE(B034),K Teetan,F C Lor,120,1095,7,6-1/4,"3                                                            

4                                                            

4                                                            

6                                                            

9",1:46.97,16,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
10,4,HELENE LEADINGSTAR(C165),H T Mo,A S Cruz,118,1039,11,7-1/4,"4                                                            

1                                                            

1                                                            

1                                                            

10",1:47.13,23,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
11,2,MISSION TYCOON(B224),B Shinn,F C Lor,131,1260,9,9-3/4,"1                                                            

2                                                            

2                                                            

2                                                            

11",1:47.55,20,7(93),Class 2 - 1800M - (105-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
1,11,BEAUTY DAY(B076),J Moreira,T P Yung,120,1146,13,-,"2                                                            

3                                                            

2                                                            

1",1:33.87,2.4,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
2,3,VINCY(B213),Z Purton,F C Lor,130,1060,1,1/2,"6                                                            

8                                                            

7                                                            

2",1:33.97,4.4,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
3,8,CHAMPION SUPREME(B435),R Bayliss,J Moore,124,1058,7,3/4,"10                                                            

10                                                            

9                                                            

3",1:34.00,10,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
4,6,STIMULATION(B351),K Teetan,A S Cruz,127,1011,8,2-3/4,"3                                                            

5                                                            

4                                                            

4",1:34.31,19,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
5,10,BEAR AGAIN(C301),L Hewitson,D E Ferraris,120,1064,6,2-3/4,"5                                                            

1                                                            

1                                                            

5",1:34.32,90,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
6,12,DEFINING MOMENT(C159),G van Niekerk,C Fownes,120,1137,3,3-1/4,"9                                                            

11                                                            

11                                                            

6",1:34.39,7.3,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
7,7,UNICRON JEWELLERY(V333),B Shinn,J Size,125,1120,9,4-3/4,"4                                                            

6                                                            

6                                                            

7",1:34.61,75,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
8,9,FLYING QUEST(A071),M F Poon,D J Hall,121,1073,12,4-3/4,"13                                                            

13                                                            

12                                                            

8",1:34.64,12,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
9,1,GLORIOUS DRAGON(C120),A Domeyer,A T Millard,133,1147,10,5,"11                                                            

7                                                            

8                                                            

9",1:34.69,16,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
10,2,ASSIMILATE(C160),U Rispoli,K H Ting,131,1103,14,5-3/4,"8                                                            

4                                                            

5                                                            

10",1:34.81,10,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
11,5,JIMMU(C266),K C Leung,Y S Tsui,127,1068,4,8-3/4,"7                                                            

9                                                            

10                                                            

11",1:35.26,62,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
12,13,EVER LAUGH(A278),C Schofield,K L Man,119,1149,2,9-3/4,"14                                                            

14                                                            

13                                                            

12",1:35.42,75,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
13,4,CHUNG WAH SPIRIT(A168),T H So,C H Yip,126,1080,11,18-1/4,"12                                                            

12                                                            

14                                                            

13",1:36.81,221,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
14,14,CHEERS VANQUISHER(C204),H W Lai,C S Shum,117,1097,5,23,"1                                                            

2                                                            

3                                                            

14",1:37.57,269,8(94),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
1,7,AETHERO(C336),J Moreira,J Moore,122,1244,5,-,"3                                                            

3                                                            

1",0:54.69,4.3,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
2,3,BIG TIME BABY(A157),K C Leung,K L Man,125,1132,1,2-1/2,"4                                                            

5                                                            

2",0:55.08,128,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
3,5,THANKS FOREVER(B312),C Schofield,J Moore,125,1246,12,4-1/2,"11                                                            

10                                                            

3",0:55.41,7.3,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
4,10,CUE THE MUSIC(C495),L Hewitson,D E Ferraris,115,1162,14,5,"5                                                            

4                                                            

4",0:55.48,110,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
5,8,MULTIMILLION(C022),K H Chan,A S Cruz,109,1132,6,5,"2                                                            

1                                                            

5",0:55.50,26,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
6,6,VOYAGE WARRIOR(C247),Z Purton,P F Yiu,125,1124,7,5-1/4,"1                                                            

2                                                            

6",0:55.53,1.7,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
7,14,TEAM SPIRIT(B230),T H So,W Y So,111,1181,3,5-1/2,"7                                                            

8                                                            

7",0:55.58,224,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
8,11,PERFECT GLORY(B411),H N Wong,C Fownes,113,1088,13,6-1/2,"13                                                            

13                                                            

8",0:55.73,135,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
9,2,DRAGON GENERAL(T400),H T Mo,Y S Tsui,125,1109,2,6-3/4,"10                                                            

14                                                            

9",0:55.78,132,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
10,4,REFINED TREASURE(B065),A Domeyer,A T Millard,125,1051,9,6-3/4,"14                                                            

12                                                            

10",0:55.78,13,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
11,13,SEVEN HEAVENS(B089),M L Yeung,C Fownes,114,1085,10,7,"12                                                            

9                                                            

11",0:55.81,18,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
12,9,STORM SIGNAL(B055),C Y Ho,D J Whyte,116,1186,8,7-1/4,"6                                                            

7                                                            

12",0:55.86,36,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
13,1,SAUL'S SPECIAL(A293),K Teetan,C W Chang,133,1114,11,8,"8                                                            

11                                                            

13",0:55.97,61,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
14,12,RED DESERT(C287),M F Poon,J Size,112,1053,4,9-1/2,"9                                                            

6                                                            

14",0:56.22,68,9(95),Class 2 - 1000M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2019/10/12
1,6,CRAIG'S STAR(C041),J Moreira,C S Shum,121,1238,5,-,"4                                                            

4                                                            

3                                                            

1",1:21.41,3.1,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
2,3,ALCARI(A354),A Domeyer,P F Yiu,124,1213,1,1/2,"8                                                            

7                                                            

8                                                            

2",1:21.50,7.3,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
3,8,TRIUMPHANT HORSE(B430),C Y Ho,K H Ting,117,1098,3,3/4,"5                                                            

5                                                            

6                                                            

3",1:21.52,16,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
4,7,PICKEN(B311),U Rispoli,J Size,121,1190,7,1,"7                                                            

8                                                            

5                                                            

4",1:21.58,31,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
5,14,GIFT OF LIFELINE(C172),K Teetan,A T Millard,113,1004,9,1-1/4,"9                                                            

9                                                            

9                                                            

5",1:21.61,4.5,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
6,9,CIRCUIT HASSLER(A041),L Hewitson,A S Cruz,116,1172,8,1-1/2,"3                                                            

2                                                            

2                                                            

6",1:21.66,16,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
7,13,FLYING VICTORY(C277),G van Niekerk,F C Lor,115,1131,6,2-1/2,"6                                                            

6                                                            

7                                                            

7",1:21.83,19,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
8,4,GUY DRAGON(B377),Z Purton,W Y So,124,1156,10,2-3/4,"12                                                            

10                                                            

10                                                            

8",1:21.85,5.2,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
9,2,MY DARLING(V142),M L Yeung,T P Yung,131,1188,4,3-1/2,"2                                                            

3                                                            

4                                                            

9",1:21.99,9,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
10,11,PRETTY BAUHINIA(A135),H N Wong,Y S Tsui,113,1076,2,4-1/2,"10                                                            

13                                                            

13                                                            

10",1:22.11,262,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
11,5,HOME WIN(C510),C Schofield,C W Chang,124,1080,13,4-1/2,"13                                                            

12                                                            

12                                                            

11",1:22.12,164,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
12,10,FANTASTIC FABIO(V364),K H Chan,C H Yip,108,1184,12,5-1/2,"1                                                            

1                                                            

1                                                            

12",1:22.29,86,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
13,12,CRUCIATUS(C206),M F Poon,K W Lui,113,1118,11,12,"11                                                            

11                                                            

11                                                            

13",1:23.34,231,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
WV-A,1,SACRED IBIS(A127),B Shinn,P O'Sullivan,132,---,---,---,---,---,---,10(96),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2019/10/12
1,5,ASSOCIATION FANS(V207),K C Leung,L Ho,129,1165,5,-,"3                                                            

4                                                            

3                                                            

2                                                            

1",1:50.32,9.3,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
2,11,ROMANTIC JOURNEY(B107),M L Yeung,C W Chang,113,1093,11,SH,"11                                                            

11                                                            

7                                                            

5                                                            

2",1:50.33,21,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
3,3,GOLDEN KID(V232),A Sanna,K W Lui,131,1063,4,3/4,"10                                                            

10                                                            

11                                                            

7                                                            

3",1:50.46,5.4,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
4,2,SKY GEM(C251),J Moreira,C Fownes,133,1171,2,1,"6                                                            

5                                                            

5                                                            

6                                                            

4",1:50.48,2.4,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
5,1,DRAGON WARRIOR(V202),C Schofield,K H Ting,133,1209,9,1-1/2,"7                                                            

7                                                            

8                                                            

8                                                            

5",1:50.58,17,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
6,10,YOUNG GLORY(B292),H N Wong,D E Ferraris,114,1229,1,1-3/4,"8                                                            

8                                                            

9                                                            

11                                                            

6",1:50.60,12,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
7,4,MEGATRON(V119),K H Chan,P F Yiu,121,1118,10,2-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

7",1:50.67,11,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
8,9,KEEP GOING(B231),H W Lai,Y S Tsui,117,1024,6,3-1/2,"5                                                            

6                                                            

6                                                            

9                                                            

8",1:50.88,52,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
9,8,MONEY MARSHAL(B134),L Hewitson,P O'Sullivan,119,1121,3,4-1/4,"4                                                            

3                                                            

4                                                            

4                                                            

9",1:51.02,8,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
10,7,COME ON WONGCHOY(A285),C Y Ho,K L Man,126,1039,7,4-3/4,"2                                                            

2                                                            

2                                                            

3                                                            

10",1:51.09,16,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
11,6,OUR GREEN(B448),B Shinn,C H Yip,127,1208,8,6-1/2,"9                                                            

9                                                            

10                                                            

10                                                            

11",1:51.34,36,1(97),Class 5 - 1800M - (40-0),GOOD,"TURF - ""C"" Course","HK$ 725,000",Happy Valley,2019/10/16
1,7,G UNIT(C329),G van Niekerk,J Moore,121,1036,7,-,"3                                                            

3                                                            

1",0:57.18,18,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
2,9,MEHBOOB(C239),M Chadwick,P O'Sullivan,118,1193,5,1/2,"8                                                            

8                                                            

2",0:57.26,13,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
3,11,HAPPY GOOD GUYS(B466),M F Poon,P F Yiu,113,1116,11,3/4,"4                                                            

5                                                            

3",0:57.33,59,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
4,10,DEMONS ROCK(B263),C Y Ho,D J Hall,116,1047,10,1-1/2,"11                                                            

10                                                            

4",0:57.41,18,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
5,6,WINNING WAYS(B332),K Teetan,A T Millard,123,1206,12,2-1/4,"7                                                            

7                                                            

5",0:57.55,12,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
6,1,BEST SMILE(B359),Z Purton,W Y So,133,1169,6,2-3/4,"1                                                            

2                                                            

6",0:57.64,1.9,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
7,12,PRAWN YEAH YEAH(B381),C Schofield,R Gibson,116,1154,2,3-3/4,"5                                                            

4                                                            

7",0:57.79,6.4,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
8,3,E GENERATION(C322),K C Leung,K L Man,128,1091,3,4,"6                                                            

6                                                            

8",0:57.83,54,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
9,2,LOOK ERAS(V123),J Moreira,Y S Tsui,130,1050,9,4-1/2,"2                                                            

1                                                            

9",0:57.88,6.3,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
10,4,SAM'S LOVE(A088),H T Mo,C H Yip,124,1033,1,6-1/4,"10                                                            

11                                                            

10",0:58.17,13,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
11,5,VEGA RHYTHM(C455),H W Lai,L Ho,125,1154,4,6-3/4,"12                                                            

12                                                            

11",0:58.24,93,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
12,8,TANG TREASURE(C390),L Hewitson,D E Ferraris,121,1026,8,7,"9                                                            

9                                                            

12",0:58.30,91,2(98),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
1,11,RIGHTEOUS MATE(A419),K Teetan,A T Millard,116,1182,7,-,"8                                                            

5                                                            

7                                                            

1",1:40.28,14,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
2,3,KIRAM(T093),A Sanna,D E Ferraris,130,1136,2,2-1/4,"3                                                            

3                                                            

5                                                            

2",1:40.63,11,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
3 DH,6,ROYAL RACER(B460),Z Purton,C Fownes,125,1123,10,2-1/4,"9                                                            

10                                                            

2                                                            

3",1:40.66,5.1,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
3 DH,12,BUNDLE OF ENERGY(B279),J Moreira,D J Hall,115,1154,9,2-1/4,"7                                                            

9                                                            

9                                                            

3",1:40.66,2.6,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
5,8,MURRAY'S PARTNERS(B426),M F Poon,C H Yip,119,1059,6,2-3/4,"2                                                            

4                                                            

6                                                            

5",1:40.71,18,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
6,1,HO HO FEEL(T029),T H So,C H Yip,130,1174,4,3-1/4,"12                                                            

11                                                            

11                                                            

6",1:40.82,46,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
7,2,FULL POWER(C426),U Rispoli,R Gibson,131,1064,5,4,"10                                                            

8                                                            

10                                                            

7",1:40.90,22,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
