place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
8,9,DIAMOND LEGEND(V341),C Y Ho,A S Cruz,119,1145,12,4,"6                                                            

7                                                            

3                                                            

8",1:40.93,21,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
9,10,CURLING LUXURY(A083),H T Mo,Y S Tsui,115,1029,1,5,"1                                                            

1                                                            

1                                                            

9",1:41.07,5,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
10,5,ELECTRIC LIGHTNING(A189),L Hewitson,D E Ferraris,125,1067,11,5-1/4,"11                                                            

12                                                            

12                                                            

10",1:41.10,50,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
11,4,FAITHFUL TRINITY(A247),N Callan,R Gibson,129,1082,8,5-1/4,"4                                                            

2                                                            

4                                                            

11",1:41.13,12,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
12,7,MASTER ROMAN(B455),K C Leung,W Y So,122,956,3,8,"5                                                            

6                                                            

8                                                            

12",1:41.55,61,3(99),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
1,5,KING'S MAN(V156),J Moreira,P F Yiu,126,1125,11,-,"4                                                            

7                                                            

7                                                            

8                                                            

1",1:49.05,11,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
2,8,BULLISH GLORY(A118),C Schofield,C W Chang,120,1119,9,N,"11                                                            

10                                                            

9                                                            

3                                                            

2",1:49.10,9.3,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
3,9,GARLIC YEAH(V039),C Y Ho,C H Yip,120,1007,8,1-3/4,"10                                                            

11                                                            

11                                                            

11                                                            

3",1:49.35,23,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
4,6,CHEERFUL STAR(B326),L Hewitson,F C Lor,124,1023,2,2-3/4,"7                                                            

5                                                            

5                                                            

5                                                            

4",1:49.47,14,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
5,10,MISTER MONTE(A201),K H Chan,C W Chang,110,1072,1,3-1/4,"1                                                            

2                                                            

2                                                            

2                                                            

5",1:49.58,5.7,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
6,1,GOOD DAYS(A333),B Shinn,C S Shum,133,1102,3,4-3/4,"9                                                            

9                                                            

10                                                            

9                                                            

6",1:49.83,15,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
7,11,GODSPEED(A087),T H So,D J Hall,116,1138,6,6-1/4,"8                                                            

8                                                            

8                                                            

10                                                            

7",1:50.06,21,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
8,4,SANGRIA(A065),U Rispoli,D E Ferraris,127,1055,5,6-1/4,"5                                                            

6                                                            

6                                                            

7                                                            

8",1:50.07,6.5,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
9,2,DREAM WARRIORS(C280),K Teetan,A S Cruz,131,1117,7,7-1/2,"3                                                            

1                                                            

1                                                            

1                                                            

9",1:50.24,6.3,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
10,7,THE FULL BLOOM(V243),H N Wong,C H Yip,119,1078,4,15-3/4,"6                                                            

4                                                            

4                                                            

6                                                            

10",1:51.58,90,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
11,3,FAMILY LEADER(C089),Z Purton,C Fownes,130,1163,10,23-1/2,"2                                                            

3                                                            

3                                                            

4                                                            

11",1:52.80,3.4,4(100),Class 4 - 1800M - (60-40),GOOD,"TURF - ""C"" Course","HK$ 967,000",Happy Valley,2019/10/16
1,8,OWNERS' STAR(B427),N Callan,C S Shum,121,1045,7,-,"2                                                            

4                                                            

5                                                            

5                                                            

1",1:49.46,20,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
2,9,CROWN AVENUE(V378),C Y Ho,C H Yip,119,1168,3,1/2,"5                                                            

6                                                            

3                                                            

1                                                            

2",1:49.57,9.4,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
3,7,RULE THEE(A172),T H So,P O'Sullivan,121,1056,2,1,"8                                                            

8                                                            

9                                                            

10                                                            

3",1:49.64,45,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
4,3,HUANGSHAN(C214),G van Niekerk,J Moore,128,1254,6,1,"6                                                            

9                                                            

7                                                            

6                                                            

4",1:49.64,11,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
5,1,GIANT TURTLE(T391),A Domeyer,A T Millard,130,1041,10,1-1/2,"3                                                            

1                                                            

1                                                            

2                                                            

5",1:49.71,61,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
6,2,TASHIDELEK(C084),Z Purton,J Moore,129,1118,4,2,"9                                                            

7                                                            

8                                                            

8                                                            

6",1:49.77,2.8,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
7,4,XIANG BAI QI(B336),J Moreira,D E Ferraris,126,1027,1,2-1/4,"4                                                            

5                                                            

6                                                            

7                                                            

7",1:49.83,3.1,5(101),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C"" Course","HK$ 1,450,000",Happy Valley,2019/10/16
