place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
11,5,BUNDLE OF DELIGHT(D236),V Borges,D J Hall,120,1022,7,5-1/4,"12                                                            

12                                                            

11                                                            

11",1:22.35,77,6(607),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2020/04/26
12,13,E STAR(C132),A Hamelin,K L Man,121,1045,4,6,"9                                                            

8                                                            

13                                                            

12",1:22.47,23,6(607),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2020/04/26
13,11,HIGH RISE SOLDIER(C511),C Y Ho,K W Lui,122,1011,13,8,"6                                                            

2                                                            

2                                                            

13",1:22.78,21,6(607),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2020/04/26
14,12,SMART COUSIN(D249),T H So,C H Yip,120,1014,10,13-3/4,"13                                                            

13                                                            

14                                                            

14",1:23.70,693,6(607),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2020/04/26
WV,,COOL TEAM(B264),V Borges,P O'Sullivan,128,---,---,---,---,---,---,6(607),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2020/04/26
1,5,SOUTHERN LEGEND(A252),C Y Ho,C Fownes,126,1158,5,-,"5                                                            

5                                                            

3                                                            

1",1:33.13,10,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
2,1,BEAUTY GENERATION(V380),Z Purton,J Moore,126,1162,4,SH,"2                                                            

2                                                            

2                                                            

2",1:33.14,1.6,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
3,2,WAIKUKU(C150),J Moreira,J Size,126,1112,8,2-3/4,"8                                                            

6                                                            

6                                                            

3",1:33.56,4.7,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
4,4,RATTAN(A061),N Callan,R Gibson,126,1144,6,3,"6                                                            

7                                                            

7                                                            

4",1:33.61,74,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
5,6,MORE THAN THIS(C199),K Teetan,K W Lui,126,1236,7,3-1/2,"7                                                            

8                                                            

8                                                            

5",1:33.68,6.2,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
6,3,KA YING STAR(C198),A Hamelin,A S Cruz,126,1118,1,6,"1                                                            

1                                                            

1                                                            

6",1:34.08,9.6,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
7,8,FAT TURTLE(C215),K C Leung,F C Lor,126,1176,3,8-1/2,"3                                                            

4                                                            

4                                                            

7",1:34.49,70,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
8,9,THINKIN' BIG(C391),B Shinn,D J Whyte,126,1214,2,9-1/4,"4                                                            

3                                                            

5                                                            

8",1:34.59,123,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
WV,7,SINGAPORE SLING(B104),C Schofield,A T Millard,126,---,---,---,---,---,---,7(608),Group One - 1600M ,GOOD,"TURF - ""A"" Course","HK$ 20,000,000",Sha Tin,2020/04/26
1,1,EXULTANT(B101),Z Purton,A S Cruz,126,1061,5,-,"5                                                            

2                                                            

2                                                            

2                                                            

1",2:00.00,1.5,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
2,3,FURORE(C079),K Teetan,A S Cruz,126,1089,1,3/4,"3                                                            

4                                                            

4                                                            

3                                                            

2",2:00.14,6.2,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
3,4,EAGLE WAY(A093),N Callan,J Moore,126,1085,3,3-1/4,"6                                                            

5                                                            

5                                                            

5                                                            

3",2:00.53,25,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
4,6,PLAYA DEL PUENTE(C492),B Shinn,C S Shum,126,1083,7,4-1/2,"7                                                            

7                                                            

7                                                            

4                                                            

4",2:00.72,8.3,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
5,2,TIME WARP(A066),J Moreira,A S Cruz,126,1260,4,7-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

5",2:01.14,7,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
6,7,GLORIOUS DRAGON(C120),C Schofield,A T Millard,126,1100,2,7-1/4,"2                                                            

3                                                            

3                                                            

6                                                            

6",2:01.15,12,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
7,5,ELUSIVE STATE(A036),V Borges,A T Millard,126,1145,6,8,"4                                                            

6                                                            

6                                                            

7                                                            

7",2:01.27,61,8(609),Group One - 2000M ,GOOD,"TURF - ""A"" Course","HK$ 25,000,000",Sha Tin,2020/04/26
1,4,COMPUTER PATCH(D139),J Moreira,J Moore,127,1126,1,-,"5                                                            

3                                                            

1",1:08.60,2.4,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
2,11,GLORIOUS SPECTRUM(C054),A Hamelin,P F Yiu,122,1078,13,1/2,"14                                                            

14                                                            

2",1:08.69,14,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
3,7,GOLD CHEST(C146),Z Purton,R Gibson,126,1092,3,1-3/4,"7                                                            

7                                                            

3",1:08.91,3.5,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
4,6,SHINING ACE(C229),K Teetan,J Size,127,1161,4,2-1/4,"6                                                            

5                                                            

4",1:08.95,7.4,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
5,10,WATER DIVINER(V356),C Y Ho,K W Lui,123,1182,12,2-1/2,"12                                                            

10                                                            

5",1:09.01,18,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
6,3,CALIFORNIA WHIP(A114),N Callan,A S Cruz,129,1142,8,2-3/4,"9                                                            

8                                                            

6",1:09.03,36,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
7,12,TRANSCENDENT(D126),M Chadwick,A S Cruz,121,1069,14,3-1/4,"13                                                            

9                                                            

7",1:09.11,15,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
8,1,COUNTRY STAR(B396),C Schofield,J Size,133,1123,5,3-1/2,"3                                                            

6                                                            

8",1:09.17,18,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
9,13,SPARKLING DRAGON(B033),V Borges,A T Millard,119,1118,11,4,"11                                                            

12                                                            

9",1:09.23,26,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
10,5,SAUL'S SPECIAL(A293),K H Chan,C W Chang,120,1114,7,4-1/4,"4                                                            

1                                                            

10",1:09.28,194,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
11,14,SPEED VISION(B211),H T Mo,F C Lor,115,1173,6,11-1/2,"2                                                            

4                                                            

11",1:10.43,162,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
12,9,STYLING CITY(B280),K C Leung,F C Lor,124,1190,9,12-1/2,"10                                                            

13                                                            

12",1:10.61,62,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
13,8,MOMENT OF POWER(V138),M L Yeung,P O'Sullivan,124,1093,10,16-3/4,"8                                                            

11                                                            

13",1:11.28,339,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
14,2,YEE CHEONG BABY(C273),M F Poon,K H Ting,130,1178,2,26-1/4,"1                                                            

2                                                            

14",1:12.80,25,9(610),Class 2 - 1200M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
1,12,GENERAL'S DELIGHT(D022),K H Chan,D J Whyte,108,1258,10,-,"8                                                            

8                                                            

8                                                            

1",1:34.26,6.5,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
2,2,TIME TO CELEBRATE(A367),K Teetan,J Size,130,1113,9,SH,"2                                                            

2                                                            

2                                                            

2",1:34.26,23,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
3,8,UNCLE STEVE(C140),T H So,D J Whyte,115,1104,11,1-1/2,"10                                                            

11                                                            

11                                                            

3",1:34.49,121,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
4,6,BAND OF BROTHERS(C135),K C Leung,P O'Sullivan,119,1178,2,3,"6                                                            

5                                                            

5                                                            

4",1:34.72,9.3,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
5,7,STAR PERFORMANCE(C429),H T Mo,A S Cruz,115,1084,4,3-1/4,"7                                                            

6                                                            

7                                                            

5",1:34.79,12,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
6,3,BUTTERFIELD(C462),J Moreira,C S Shum,125,1124,5,3-1/2,"4                                                            

4                                                            

4                                                            

6",1:34.82,4.5,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
7,4,HEZTHEWONFORUS(B287),C Schofield,J Size,122,1128,6,3-1/2,"3                                                            

3                                                            

3                                                            

7",1:34.83,7.5,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
8,1,PRECIOUSSHIP(C050),C Y Ho,P F Yiu,133,1008,13,3-3/4,"12                                                            

10                                                            

9                                                            

8",1:34.86,6.1,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
9,10,GREEN LUCK(B413),M F Poon,C Fownes,114,1097,7,4,"13                                                            

14                                                            

12                                                            

9",1:34.89,43,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
10,9,CORDYCEPS(B070),V Borges,K W Lui,116,1187,12,5,"1                                                            

1                                                            

1                                                            

10",1:35.05,8.7,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
11,11,NOBLE STEED(A326),M L Yeung,K W Lui,116,1160,8,5-1/4,"14                                                            

13                                                            

14                                                            

11",1:35.08,55,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
12,13,MONICA(B271),M Chadwick,J Moore,113,1045,1,6-1/4,"5                                                            

7                                                            

6                                                            

12",1:35.26,8.3,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
13,14,RICKFIELD(V046),H W Lai,A T Millard,113,1081,3,6-1/2,"9                                                            

9                                                            

10                                                            

13",1:35.28,195,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
14,5,KING OPIE(B034),A Hamelin,F C Lor,122,1118,14,16-1/2,"11                                                            

12                                                            

13                                                            

14",1:36.88,40,10(611),Class 2 - 1600M - (105-80),GOOD,"TURF - ""A"" Course","HK$ 2,100,000",Sha Tin,2020/04/26
1,4,GALA NIGHT(C331),K C Leung,J Moore,130,1133,2,-,"2                                                            

2                                                            

3                                                            

3                                                            

3                                                            

1",2:16.06,5.5,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
2,9,BULLISH GLORY(A118),K Teetan,C W Chang,119,1120,1,HD,"4                                                            

5                                                            

5                                                            

5                                                            

4                                                            

2",2:16.09,13,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
3,5,SALTO OLIMPICO(A350),B Shinn,D J Hall,127,1141,9,1-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

1                                                            

3",2:16.28,11,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
4,7,GOOD DAYS(A333),Z Purton,C S Shum,123,1113,3,1-1/2,"9                                                            

7                                                            

7                                                            

7                                                            

6                                                            

4",2:16.30,2.6,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
5,6,EXALTATION(C370),J Moreira,A S Cruz,126,1008,5,2,"6                                                            

6                                                            

6                                                            

6                                                            

7                                                            

5",2:16.40,7.1,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
6,12,MISTER MONTE(A201),K H Chan,C W Chang,110,1061,10,2-3/4,"5                                                            

4                                                            

2                                                            

2                                                            

2                                                            

6",2:16.50,63,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
7,10,HAPPY ROCKY(S147),M L Yeung,C W Chang,118,1096,4,3,"11                                                            

9                                                            

9                                                            

10                                                            

9                                                            

7",2:16.53,19,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
8,2,DRAGON COMMANDER(C208),N Callan,D E Ferraris,131,1091,12,4-1/2,"8                                                            

10                                                            

10                                                            

9                                                            

10                                                            

8",2:16.77,39,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
9,1,GIANT TURTLE(T391),C Wong,A T Millard,128,1086,7,5,"3                                                            

3                                                            

4                                                            

4                                                            

5                                                            

9",2:16.87,6.3,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
10,3,CROWN AVENUE(V378),A Hamelin,C H Yip,130,1164,6,6-1/2,"7                                                            

8                                                            

8                                                            

8                                                            

8                                                            

10",2:17.11,12,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
11,8,YOU HAVE MY WORD(V149),M Chadwick,T P Yung,121,1164,8,8,"10                                                            

11                                                            

11                                                            

11                                                            

11                                                            

11",2:17.32,51,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
12,11,VICTORY VISION(C434),T H So,C H Yip,116,1106,11,8,"12                                                            

12                                                            

12                                                            

12                                                            

12                                                            

12",2:17.32,265,1(612),Class 4 - 2200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
1,2,VICTORIOUS SEEKER(C091),J Moreira,P O'Sullivan,133,1097,2,-,"7                                                            

8                                                            

8                                                            

7                                                            

1",1:49.33,2.6,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
2,4,CURLING LUXURY(A083),C Wong,Y S Tsui,125,1031,1,2,"2                                                            

2                                                            

2                                                            

2                                                            

2",1:49.63,7.5,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
3,12,VIRTUS STAR(B395),Z Purton,F C Lor,120,1068,6,3,"5                                                            

6                                                            

6                                                            

5                                                            

3",1:49.78,4.8,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
4,3,ENJOYABLE SUCCESS(B150),B Shinn,C W Chang,131,1071,3,4-1/4,"10                                                            

9                                                            

9                                                            

9                                                            

4",1:50.01,8,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
5,11,GOLDEN GENERAL(A346),C Y Ho,K H Ting,122,1185,8,4-3/4,"4                                                            

4                                                            

4                                                            

4                                                            

5",1:50.07,27,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
6,8,AEROFLASH(C310),C Schofield,J Moore,127,1201,9,5-1/4,"8                                                            

7                                                            

7                                                            

8                                                            

6",1:50.15,13,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
7,7,FORTUNE PATROL(A245),K Teetan,A T Millard,129,1025,5,5-1/2,"12                                                            

11                                                            

12                                                            

12                                                            

7",1:50.20,10,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
8,10,WINNERS BROTHER(C220),M L Yeung,K L Man,123,1055,7,5-1/2,"3                                                            

3                                                            

3                                                            

3                                                            

8",1:50.22,29,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
9,1,MERIDIAN TALENT(C516),H W Lai,R Gibson,133,1146,11,5-1/2,"9                                                            

10                                                            

10                                                            

10                                                            

9",1:50.22,331,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
10,5,GOLDEN KID(V232),M Chadwick,K W Lui,130,1079,12,6,"11                                                            

12                                                            

11                                                            

11                                                            

10",1:50.29,43,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
11,6,BRING IT ON(V407),A Hamelin,C H Yip,129,1141,10,8-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

11",1:50.66,10,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
12,9,DR LUCKY STAR(C335),M F Poon,D J Hall,123,1026,4,10-1/2,"6                                                            

5                                                            

5                                                            

6                                                            

12",1:50.99,149,2(613),Class 5 - 1800M - (40-0),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 725,000",Happy Valley,2020/04/29
1,2,HAPPY WARRIOR(A313),Z Purton,J Moore,131,1075,1,-,"4                                                            

3                                                            

6                                                            

1",1:40.17,3.4,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
2,5,FOCUS(C254),K Teetan,P F Yiu,126,1090,4,3/4,"1                                                            

1                                                            

1                                                            

2",1:40.29,5.1,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
3,3,AMAZING LUCK(B401),N Callan,P O'Sullivan,130,1198,3,2,"6                                                            

6                                                            

7                                                            

3",1:40.50,18,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
4,12,SEIZE THE SPIRIT(B030),C Wong,Y S Tsui,109,1092,5,3-1/4,"2                                                            

5                                                            

8                                                            

4",1:40.68,15,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
5,10,DIAMOND LEGEND(V341),C Y Ho,A S Cruz,117,1139,10,4,"3                                                            

2                                                            

4                                                            

5",1:40.80,17,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
6,1,PARTY TOGETHER(C210),A Hamelin,L Ho,133,1034,8,4-1/4,"7                                                            

4                                                            

5                                                            

6",1:40.83,7.5,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
7,11,DOCTORS DELIGHT(A044),K C Leung,K H Ting,116,1021,2,4-1/2,"8                                                            

7                                                            

2                                                            

7",1:40.89,12,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
8,8,SMART THINKER(D060),H W Lai,R Gibson,120,1052,11,4-3/4,"10                                                            

9                                                            

11                                                            

8",1:40.95,287,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
9,6,EVERYONE'S ELITE(B074),J Moreira,K L Man,122,1161,6,5,"5                                                            

8                                                            

3                                                            

9",1:40.98,4.1,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
10,9,SANGRIA(A065),M L Yeung,D E Ferraris,118,1052,7,5-1/2,"9                                                            

10                                                            

10                                                            

10",1:41.06,28,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
11,7,FUN TIMES(B079),C Schofield,A T Millard,121,1134,12,6,"12                                                            

12                                                            

9                                                            

11",1:41.14,37,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
12,4,HAR HAR HEART(A224),V Borges,T P Yung,130,1160,9,6-3/4,"11                                                            

11                                                            

12                                                            

12",1:41.24,35,3(614),Class 4 - 1650M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
1,7,SIMPLY FLUKE(C352),J Moreira,D J Whyte,124,1101,12,-,"12                                                            

12                                                            

1",1:09.98,3,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
2,5,MANAGEMENT SUPREME(D248),C Y Ho,K W Lui,125,1100,2,3/4,"1                                                            

1                                                            

2",1:10.10,40,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
3,1,AMBITIOUS HEART(V303),A Hamelin,D E Ferraris,133,1147,11,2-1/4,"10                                                            

8                                                            

3",1:10.33,35,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
4,4,ATHENA(D103),T H So,C H Yip,123,1024,1,3,"7                                                            

6                                                            

4",1:10.48,44,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
5,11,LUCKY MISSILE(C501),M F Poon,D J Hall,117,1114,5,4,"9                                                            

10                                                            

5",1:10.63,14,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
6,8,RESOLUTE(D243),V Borges,A T Millard,123,1160,9,4-1/2,"2                                                            

2                                                            

6",1:10.69,22,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
7,6,SUPER ALLIANCES(C472),K Teetan,J Size,125,1036,7,4-3/4,"8                                                            

9                                                            

7",1:10.73,5.8,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
8,9,COOLCELEB(C030),K C Leung,T P Yung,121,1298,4,5,"4                                                            

5                                                            

8",1:10.77,11,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
9,12,WHO'S HORSE(C233),M L Yeung,K H Ting,114,1129,3,9-1/2,"5                                                            

4                                                            

9",1:11.51,8.8,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
10,10,DOUBLE TAKE(D205),M Chadwick,C Fownes,119,1175,8,9-3/4,"11                                                            

11                                                            

10",1:11.56,109,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
11,2,FIRST RESPONDER(C205),B Shinn,J Moore,131,1142,6,11-1/2,"3                                                            

3                                                            

11",1:11.83,7.3,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
12,3,COLONEL(D090),Z Purton,P F Yiu,126,1123,10,26-1/4,"6                                                            

7                                                            

12",1:14.18,5.6,4(615),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
1,5,SKY SHOW(D099),Z Purton,K H Ting,127,1182,10,-,"1                                                            

1                                                            

1",1:09.53,4.9,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
2,11,SMART OF YOUTH(C435),B Shinn,C S Shum,121,956,2,2,"4                                                            

5                                                            

2",1:09.87,9,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
3,8,TRAVEL DATUK(V235),A Hamelin,R Gibson,124,1093,6,2-3/4,"8                                                            

7                                                            

3",1:09.96,12,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
4,9,VICTORY MASTERY(D031),J Moreira,J Size,124,1182,8,3,"9                                                            

9                                                            

4",1:10.02,5.7,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
5,3,AMAZING(A202),K Teetan,T P Yung,130,1104,11,3-3/4,"12                                                            

12                                                            

5",1:10.14,26,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
6,1,DIAMOND RHYME(B183),V Borges,W Y So,133,1078,1,4-1/2,"6                                                            

8                                                            

6",1:10.24,38,5(616),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Happy Valley,2020/04/29
